biz_date,category,region,store_code,forecast_qty,actual_qty,forecast_accuracy,oos_rate,inventory_turnover_days
2024-05-24,家具,西南,SW002,0,0,94.74,1.92,55
2024-05-24,游戏机,华东,EC003,0,0,94.60,7.02,113
2024-05-24,化妆品,华北,NC003,0,0,85.02,8.54,53
2024-05-26,家具,华南,SC003,0,0,87.64,1.46,80
2024-05-26,游戏机,华中,CC003,0,0,89.41,0.26,32
2024-05-30,化妆品,西南,SW003,0,0,53.84,6.89,100
2024-06-03,家具,华东,EC004,0,0,79.23,0.75,58
2024-06-05,游戏机,华北,NC004,0,0,85.42,2.64,71
2024-06-12,化妆品,华南,SC004,0,0,82.88,1.22,76
2024-06-12,家具,华中,CC004,0,0,82.09,1.22,133
2024-06-12,游戏机,西南,SW004,0,0,90.76,4.56,46
2024-06-13,化妆品,华东,EC005,0,0,78.04,3.49,47
2024-06-16,家具,华北,NC005,0,0,85.00,0.22,37
2024-06-18,游戏机,华南,SC005,0,0,76.75,0.51,55
2024-06-20,化妆品,华中,CC005,0,0,92.02,0.26,20
2024-06-23,家具,西南,SW005,0,0,90.66,6.91,45
2024-06-24,游戏机,华东,EC006,0,0,83.92,2.50,131
2024-06-24,化妆品,华北,NC006,0,0,82.91,0.52,51
2024-06-25,家具,华南,SC006,0,0,84.56,6.19,136
2024-06-25,游戏机,华中,CC006,0,0,82.94,5.13,61
2024-06-26,化妆品,西南,SW006,0,0,78.97,3.72,64
2024-06-27,家具,华东,EC007,0,0,91.17,5.78,88
2024-07-03,游戏机,华北,NC007,0,0,96.57,2.46,61
2024-07-04,化妆品,华南,SC007,0,0,95.68,3.79,127
2024-07-05,家具,华中,CC007,0,0,95.74,1.78,119
2024-07-05,游戏机,西南,SW007,0,0,82.26,1.33,41
2024-07-06,化妆品,华东,EC008,0,0,64.47,2.72,85
2024-07-07,家具,华北,NC008,0,0,64.37,1.07,137
2024-07-08,游戏机,华南,SC008,0,0,86.71,7.76,68
2024-07-09,化妆品,华中,CC008,0,0,67.74,5.19,96
2024-07-09,家具,西南,SW008,0,0,85.68,4.29,137
2024-07-10,游戏机,华东,EC009,0,0,80.31,0.98,59
2024-07-13,化妆品,华北,NC009,0,0,77.26,2.77,49
2024-07-14,家具,华南,SC009,0,0,76.07,1.81,39
2024-07-16,游戏机,华中,CC009,0,0,91.43,0.25,100
2024-07-17,化妆品,西南,SW009,0,0,71.58,4.57,124
2024-07-18,家具,华东,EC010,0,0,83.78,6.43,89
2024-07-20,游戏机,华北,NC010,0,0,80.85,2.78,84
2024-07-21,化妆品,华南,SC010,0,0,97.30,4.28,63
2024-07-23,家具,华中,CC010,0,0,55.67,7.09,110
2024-07-23,游戏机,西南,SW010,0,0,89.36,4.42,107
2024-07-25,化妆品,华东,EC011,0,0,85.26,3.32,43
2024-07-29,家具,华北,NC011,0,0,96.26,6.95,118
2024-07-31,游戏机,华南,SC011,0,0,91.09,4.64,116
2024-08-01,化妆品,华中,CC011,0,0,63.44,7.21,108
2024-08-02,家具,西南,SW011,0,0,53.64,1.99,98
2024-08-03,游戏机,华东,EC012,0,0,79.80,5.02,125
2024-08-03,化妆品,华北,NC012,0,0,95.50,1.50,24
2024-08-04,家具,华南,SC012,0,0,76.31,2.67,121
2024-08-04,游戏机,华中,CC012,0,0,82.91,1.61,106
2024-08-06,化妆品,西南,SW012,0,0,58.27,2.67,104
2024-08-06,家具,华东,EC001,0,0,97.03,2.22,55
2024-08-06,游戏机,华北,NC001,0,0,67.04,4.75,95
2024-08-07,化妆品,华南,SC001,0,0,63.29,3.85,84
2024-08-10,家具,华中,CC001,0,0,77.71,4.35,63
2024-08-10,游戏机,西南,SW001,0,0,93.24,3.97,40
2024-08-11,化妆品,华东,EC002,0,0,78.16,1.54,114
2024-08-12,家具,华北,NC002,0,0,83.03,1.70,73
2024-08-12,游戏机,华南,SC002,0,0,63.14,0.24,117
2024-08-15,化妆品,华中,CC002,0,0,52.01,2.04,100
2024-08-17,家具,西南,SW002,0,0,91.58,0.78,30
2024-08-20,游戏机,华东,EC003,0,0,68.05,2.26,76
2024-08-22,化妆品,华北,NC003,0,0,84.51,3.78,56
2024-08-25,家具,华南,SC003,0,0,79.95,0.73,112
2024-08-26,游戏机,华中,CC003,0,0,85.03,4.08,38
2024-08-27,化妆品,西南,SW003,0,0,88.27,4.30,37
2024-08-28,家具,华东,EC004,0,0,61.30,4.30,84
2024-08-29,游戏机,华北,NC004,0,0,86.42,2.03,54
2024-09-03,化妆品,华南,SC004,0,0,76.99,4.01,72
2024-09-06,家具,华中,CC004,0,0,78.13,2.26,108
2024-09-06,游戏机,西南,SW004,0,0,83.59,0.98,100
2024-09-07,化妆品,华东,EC005,0,0,65.25,2.59,93
2024-09-08,家具,华北,NC005,0,0,85.90,3.69,67
2024-09-08,游戏机,华南,SC005,0,0,81.62,3.97,117
2024-09-10,化妆品,华中,CC005,0,0,80.59,1.01,129
2024-09-10,家具,西南,SW005,0,0,96.46,1.39,95
2024-09-10,游戏机,华东,EC006,0,0,76.40,0.83,70
2024-09-11,化妆品,华北,NC006,0,0,54.91,3.33,110
2024-09-11,家具,华南,SC006,0,0,70.56,2.57,136
2024-09-11,游戏机,华中,CC006,0,0,87.49,6.78,42
2024-09-14,化妆品,西南,SW006,0,0,96.21,0.98,119
2024-09-14,家具,华东,EC007,0,0,57.99,3.55,96
2024-09-15,游戏机,华北,NC007,0,0,54.73,0.85,104
2024-09-15,化妆品,华南,SC007,0,0,84.14,2.49,114
2024-09-15,家具,华中,CC007,0,0,75.40,4.84,81
2024-09-16,游戏机,西南,SW007,0,0,95.57,2.89,57
2024-09-19,化妆品,华东,EC008,0,0,79.26,4.73,121
2024-09-21,家具,华北,NC008,0,0,98.96,1.03,57
2024-09-24,游戏机,华南,SC008,0,0,78.68,2.45,138
2024-09-25,化妆品,华中,CC008,0,0,60.34,1.39,78
2024-09-27,家具,西南,SW008,0,0,82.66,3.49,71
2024-10-02,游戏机,华东,EC009,0,0,95.56,7.82,138
2024-10-03,化妆品,华北,NC009,0,0,78.93,2.66,118
2024-10-04,家具,华南,SC009,0,0,68.55,2.08,81
2024-10-05,游戏机,华中,CC009,0,0,80.19,3.17,81
2024-10-05,化妆品,西南,SW009,0,0,94.77,4.72,78
2024-10-10,家具,华东,EC010,0,0,91.51,7.50,88
2024-10-11,游戏机,华北,NC010,0,0,91.37,2.71,57
2024-10-11,化妆品,华南,SC010,0,0,91.61,4.22,63
2024-10-12,家具,华中,CC010,0,0,87.61,0.45,116
2024-10-12,游戏机,西南,SW010,0,0,82.65,2.21,44
2024-10-13,化妆品,华东,EC011,0,0,93.03,1.14,115
2024-10-13,家具,华北,NC011,0,0,78.35,0.83,70
2024-10-14,游戏机,华南,SC011,0,0,53.71,2.74,90
2024-10-14,化妆品,华中,CC011,0,0,93.75,1.52,29
2024-10-15,家具,西南,SW011,0,0,88.80,8.46,52
2024-10-16,游戏机,华东,EC012,0,0,87.14,1.30,123
2024-10-16,化妆品,华北,NC012,0,0,75.65,4.76,84
2024-10-16,家具,华南,SC012,0,0,53.54,3.99,103
2024-10-20,游戏机,华中,CC012,0,0,88.98,6.45,44
2024-10-21,化妆品,西南,SW012,0,0,83.73,1.56,80
2024-10-21,家具,华东,EC001,0,0,61.63,8.88,165
2024-10-22,游戏机,华北,NC001,0,0,81.24,0.78,124
2024-10-24,化妆品,华南,SC001,0,0,86.05,6.03,72
2024-10-25,家具,华中,CC001,0,0,63.99,3.78,97
2024-10-25,游戏机,西南,SW001,0,0,98.19,1.73,89
2024-10-29,化妆品,华东,EC002,0,0,78.26,0.80,38
2024-10-30,家具,华北,NC002,0,0,88.32,0.62,45
2024-10-31,游戏机,华南,SC002,0,0,76.53,4.09,134
2024-10-31,化妆品,华中,CC002,0,0,77.01,8.32,88
2024-11-01,家具,西南,SW002,0,0,90.89,3.43,62
2024-11-01,游戏机,华东,EC003,0,0,83.91,3.79,106
2024-11-04,化妆品,华北,NC003,0,0,94.14,0.26,29
2024-11-05,家具,华南,SC003,0,0,96.58,2.08,97
2024-11-05,游戏机,华中,CC003,0,0,77.07,2.10,113
2024-11-07,化妆品,西南,SW003,0,0,97.36,1.68,72
2024-11-09,家具,华东,EC004,0,0,90.92,4.17,82
2024-11-09,游戏机,华北,NC004,0,0,87.83,1.59,76
2024-11-09,化妆品,华南,SC004,0,0,74.39,7.77,153
2024-11-09,家具,华中,CC004,0,0,78.35,2.33,126
2024-11-09,游戏机,西南,SW004,0,0,89.18,1.77,54
2024-11-09,化妆品,华东,EC005,0,0,92.66,3.42,60
2024-11-10,家具,华北,NC005,0,0,91.55,0.38,69
2024-11-15,游戏机,华南,SC005,0,0,91.72,0.84,42
2024-11-17,化妆品,华中,CC005,0,0,94.11,0.72,40
2024-11-17,家具,西南,SW005,0,0,89.07,1.86,39
2024-11-18,游戏机,华东,EC006,0,0,87.01,2.71,71
2024-11-18,化妆品,华北,NC006,0,0,81.55,4.60,116
2024-11-19,家具,华南,SC006,0,0,79.32,0.68,103
2024-11-20,游戏机,华中,CC006,0,0,90.35,1.18,123
2024-11-20,化妆品,西南,SW006,0,0,96.38,2.42,49
2024-11-22,家具,华东,EC007,0,0,74.89,2.76,123
2024-11-23,游戏机,华北,NC007,0,0,72.54,2.60,133
2024-11-24,化妆品,华南,SC007,0,0,86.98,1.49,60
2024-11-26,家具,华中,CC007,0,0,87.39,2.30,33
2024-11-26,游戏机,西南,SW007,0,0,78.63,5.30,56
2024-12-02,化妆品,华东,EC008,0,0,72.53,4.48,124
2024-12-03,家具,华北,NC008,0,0,96.36,1.09,54
2024-12-04,游戏机,华南,SC008,0,0,61.71,2.40,91
2024-12-04,化妆品,华中,CC008,0,0,84.52,1.42,130
2024-12-04,家具,西南,SW008,0,0,81.03,0.82,35
2024-12-05,游戏机,华东,EC009,0,0,94.72,0.22,113
2024-12-06,化妆品,华北,NC009,0,0,82.69,6.77,138
2024-12-08,家具,华南,SC009,0,0,76.97,2.14,79
2024-12-09,游戏机,华中,CC009,0,0,94.12,3.61,110
2024-12-11,化妆品,西南,SW009,0,0,81.44,4.59,117
2024-12-12,家具,华东,EC010,0,0,98.68,1.30,38
2024-12-12,游戏机,华北,NC010,0,0,75.21,2.11,115
2024-12-15,化妆品,华南,SC010,0,0,82.64,1.16,64
2024-12-16,家具,华中,CC010,0,0,78.96,0.37,82
2024-12-21,游戏机,西南,SW010,0,0,83.53,4.52,71
2024-12-22,化妆品,华东,EC011,0,0,87.55,1.97,103
2024-12-22,家具,华北,NC011,0,0,82.80,0.24,29
2024-12-25,游戏机,华南,SC011,0,0,58.45,4.13,103
2024-12-25,化妆品,华中,CC011,0,0,81.51,1.97,108
2024-12-25,家具,西南,SW011,0,0,78.59,0.56,66
2024-12-27,游戏机,华东,EC012,0,0,97.50,0.72,39
2024-12-27,化妆品,华北,NC012,0,0,91.05,2.32,59
2024-12-31,家具,华南,SC012,0,0,63.50,7.81,85
2025-01-01,游戏机,华中,CC012,0,0,90.13,1.93,26
2025-01-03,化妆品,西南,SW012,0,0,95.91,0.72,88
2025-01-03,家具,华东,EC001,0,0,97.75,3.72,28
2025-01-04,游戏机,华北,NC001,0,0,86.81,1.46,52
2025-01-05,化妆品,华南,SC001,0,0,92.28,4.45,56
2025-01-06,家具,华中,CC001,0,0,79.70,4.51,112
2025-01-07,游戏机,西南,SW001,0,0,80.66,9.08,96
2025-01-07,化妆品,华东,EC002,0,0,97.32,2.15,73
2025-01-07,家具,华北,NC002,0,0,99.16,0.59,96
2025-01-07,游戏机,华南,SC002,0,0,71.42,1.50,111
2025-01-10,化妆品,华中,CC002,0,0,85.99,4.65,132
2025-01-10,家具,西南,SW002,0,0,98.99,1.70,113
2025-01-12,游戏机,华东,EC003,0,0,78.51,1.56,78
2025-01-13,化妆品,华北,NC003,0,0,78.84,2.30,88
2025-01-15,家具,华南,SC003,0,0,90.19,4.37,80
2025-01-15,游戏机,华中,CC003,0,0,88.57,4.76,57
2025-01-21,化妆品,西南,SW003,0,0,73.89,2.56,140
2025-01-22,家具,华东,EC004,0,0,66.82,2.49,142
2025-01-22,游戏机,华北,NC004,0,0,95.98,3.13,52
2025-01-23,化妆品,华南,SC004,0,0,98.73,3.46,51
2025-01-23,家具,华中,CC004,0,0,74.63,1.33,68
2025-01-23,游戏机,西南,SW004,0,0,84.53,0.71,31
2025-01-24,化妆品,华东,EC005,0,0,89.64,1.65,121
2025-01-25,家具,华北,NC005,0,0,63.60,1.62,92
2025-01-25,游戏机,华南,SC005,0,0,73.48,0.33,128
2025-01-25,化妆品,华中,CC005,0,0,84.63,0.27,29
2025-01-27,家具,西南,SW005,0,0,77.84,2.17,112
2025-01-29,游戏机,华东,EC006,0,0,82.24,2.15,81
2025-01-29,化妆品,华北,NC006,0,0,74.98,0.35,68
2025-01-30,家具,华南,SC006,0,0,62.84,0.46,94
2025-01-30,游戏机,华中,CC006,0,0,58.97,0.33,78
2025-01-31,化妆品,西南,SW006,0,0,77.10,3.23,48
2025-02-02,家具,华东,EC007,0,0,80.86,2.56,48
2025-02-03,游戏机,华北,NC007,0,0,90.52,1.65,67
2025-02-05,化妆品,华南,SC007,0,0,65.79,5.77,155
2025-02-05,家具,华中,CC007,0,0,84.76,2.51,55
2025-02-05,游戏机,西南,SW007,0,0,76.34,0.31,59
2025-02-05,化妆品,华东,EC008,0,0,79.15,2.87,108
2025-02-06,家具,华北,NC008,0,0,87.15,4.88,113
2025-02-06,游戏机,华南,SC008,0,0,59.28,4.78,93
2025-02-06,化妆品,华中,CC008,0,0,76.98,3.35,41
2025-02-07,家具,西南,SW008,0,0,56.56,4.62,139
2025-02-08,游戏机,华东,EC009,0,0,96.73,0.51,20
2025-02-09,化妆品,华北,NC009,0,0,76.57,0.43,102
2025-02-11,家具,华南,SC009,0,0,77.43,4.64,140
2025-02-12,游戏机,华中,CC009,0,0,80.72,1.54,133
2025-02-12,化妆品,西南,SW009,0,0,98.69,0.68,92
2025-02-14,家具,华东,EC010,0,0,75.53,1.84,136
2025-02-15,游戏机,华北,NC010,0,0,89.64,6.69,72
2025-02-15,化妆品,华南,SC010,0,0,94.37,7.54,59
2025-02-15,家具,华中,CC010,0,0,54.55,1.21,84
2025-02-15,游戏机,西南,SW010,0,0,89.92,4.17,45
2025-02-17,化妆品,华东,EC011,0,0,58.79,2.15,100
2025-02-17,家具,华北,NC011,0,0,77.42,1.33,39
2025-02-18,游戏机,华南,SC011,0,0,90.27,1.83,37
2025-02-19,化妆品,华中,CC011,0,0,79.16,0.85,124
2025-02-20,家具,西南,SW011,0,0,95.68,1.36,98
2025-02-20,游戏机,华东,EC012,0,0,69.45,1.23,114
2025-02-24,化妆品,华北,NC012,0,0,80.97,6.88,82
2025-02-24,家具,华南,SC012,0,0,88.79,0.84,32
2025-02-25,游戏机,华中,CC012,0,0,76.47,2.37,117
2025-02-25,化妆品,西南,SW012,0,0,99.04,2.46,54
2025-02-26,家具,华东,EC001,0,0,93.07,3.52,66
2025-02-27,游戏机,华北,NC001,0,0,89.83,1.43,26
2025-02-28,化妆品,华南,SC001,0,0,80.27,8.23,81
2025-03-04,家具,华中,CC001,0,0,67.61,2.03,117
2025-03-05,游戏机,西南,SW001,0,0,79.33,1.87,114
2025-03-06,化妆品,华东,EC002,0,0,74.80,4.33,77
2025-03-06,家具,华北,NC002,0,0,84.48,4.68,117
2025-03-07,游戏机,华南,SC002,0,0,65.08,3.96,127
2025-03-08,化妆品,华中,CC002,0,0,86.30,0.56,47
2025-03-09,家具,西南,SW002,0,0,78.59,0.80,81
2025-03-15,游戏机,华东,EC003,0,0,93.01,2.77,52
2025-03-15,化妆品,华北,NC003,0,0,98.30,4.74,56
2025-03-15,家具,华南,SC003,0,0,95.36,1.35,54
2025-03-18,游戏机,华中,CC003,0,0,78.82,0.71,66
2025-03-19,化妆品,西南,SW003,0,0,70.50,2.69,72
2025-03-20,家具,华东,EC004,0,0,69.95,0.26,67
2025-03-21,游戏机,华北,NC004,0,0,78.00,1.72,36
2025-03-23,化妆品,华南,SC004,0,0,88.88,1.21,47
2025-03-24,家具,华中,CC004,0,0,82.90,4.28,136
2025-03-24,游戏机,西南,SW004,0,0,53.91,6.56,161
2025-03-26,化妆品,华东,EC005,0,0,77.86,1.60,56
2025-03-30,家具,华北,NC005,0,0,88.61,2.18,111
2025-03-30,游戏机,华南,SC005,0,0,84.56,2.70,69
2025-03-31,化妆品,华中,CC005,0,0,86.25,1.59,131
2025-04-02,家具,西南,SW005,0,0,85.55,2.61,123
2025-04-02,游戏机,华东,EC006,0,0,79.90,0.60,101
2025-04-02,化妆品,华北,NC006,0,0,90.58,1.91,35
2025-04-03,家具,华南,SC006,0,0,80.37,0.83,81
2025-04-03,游戏机,华中,CC006,0,0,94.71,4.45,57
2025-04-04,化妆品,西南,SW006,0,0,55.16,0.35,100
2025-04-06,家具,华东,EC007,0,0,82.26,1.25,79
2025-04-07,游戏机,华北,NC007,0,0,79.24,4.80,87
2025-04-08,化妆品,华南,SC007,0,0,76.47,1.90,108
2025-04-10,家具,华中,CC007,0,0,85.22,4.06,134
2025-04-10,游戏机,西南,SW007,0,0,75.87,2.73,109
2025-04-12,化妆品,华东,EC008,0,0,75.80,2.49,88
2025-04-12,家具,华北,NC008,0,0,77.40,0.99,108
2025-04-14,游戏机,华南,SC008,0,0,80.02,1.78,75
2025-04-18,化妆品,华中,CC008,0,0,61.53,3.55,90
2025-04-19,家具,西南,SW008,0,0,78.46,2.01,87
2025-04-21,游戏机,华东,EC009,0,0,76.28,1.79,77
2025-04-22,化妆品,华北,NC009,0,0,81.85,1.91,73
2025-04-22,家具,华南,SC009,0,0,82.51,2.40,82
2025-04-23,游戏机,华中,CC009,0,0,91.03,1.67,72
2025-04-23,化妆品,西南,SW009,0,0,75.88,4.00,142
2025-04-25,家具,华东,EC010,0,0,91.25,3.10,102
2025-04-25,游戏机,华北,NC010,0,0,55.28,2.36,96
2025-04-27,化妆品,华南,SC010,0,0,59.67,1.65,146
2025-05-01,家具,华中,CC010,0,0,90.97,3.78,70
2025-05-01,游戏机,西南,SW010,0,0,96.44,2.46,100
2025-05-06,化妆品,华东,EC011,0,0,98.75,1.99,111
2025-05-09,家具,华北,NC011,0,0,97.68,6.37,133
2025-05-09,游戏机,华南,SC011,0,0,62.51,1.59,80
2025-05-11,化妆品,华中,CC011,0,0,91.46,6.40,49
2025-05-14,家具,西南,SW011,0,0,87.85,4.32,68
2025-05-16,游戏机,华东,EC012,0,0,52.75,1.60,129
2025-05-16,化妆品,华北,NC012,0,0,89.08,1.97,59
2025-05-16,家具,华南,SC012,0,0,77.53,4.43,56
2025-05-17,游戏机,华中,CC012,0,0,83.15,1.21,127
2025-05-17,化妆品,西南,SW012,0,0,82.97,0.80,53
2025-05-18,家具,华东,EC001,0,0,96.77,9.51,85
2025-05-20,游戏机,华北,NC001,0,0,81.47,1.10,80
2025-05-20,化妆品,华南,SC001,0,0,54.57,0.49,90
2025-05-20,家具,华中,CC001,0,0,78.45,7.70,94
2025-05-24,游戏机,西南,SW001,0,0,78.74,3.18,59
2025-05-26,化妆品,华东,EC002,0,0,82.84,1.81,33
2025-05-28,家具,华北,NC002,0,0,86.26,2.29,132
2025-05-28,游戏机,华南,SC002,0,0,75.60,0.77,63
2025-05-29,化妆品,华中,CC002,0,0,88.05,4.02,108
2025-05-29,家具,西南,SW002,0,0,86.35,2.04,59
2025-05-31,游戏机,华东,EC003,0,0,77.40,6.02,91
2025-05-31,化妆品,华北,NC003,0,0,86.37,1.16,37
2025-06-01,家具,华南,SC003,0,0,69.80,4.82,98
2025-06-01,游戏机,华中,CC003,0,0,78.42,2.71,115
2025-06-02,化妆品,西南,SW003,0,0,83.74,4.50,133
2025-06-03,家具,华东,EC004,0,0,76.48,1.28,55
2025-06-03,游戏机,华北,NC004,0,0,68.95,1.59,121
2025-06-07,化妆品,华南,SC004,0,0,75.99,3.75,73
2025-06-09,家具,华中,CC004,0,0,82.97,3.17,87
2025-06-09,游戏机,西南,SW004,0,0,80.33,3.84,134
2025-06-09,化妆品,华东,EC005,0,0,82.91,4.29,71
2025-06-12,家具,华北,NC005,0,0,76.34,1.02,61
2025-06-13,游戏机,华南,SC005,0,0,66.92,0.67,74
2025-06-13,化妆品,华中,CC005,0,0,94.12,4.77,39
2025-06-14,家具,西南,SW005,0,0,95.15,1.89,98
2025-06-14,游戏机,华东,EC006,0,0,81.20,3.20,75
2025-06-15,化妆品,华北,NC006,0,0,82.79,1.74,129
2025-06-15,家具,华南,SC006,0,0,81.60,2.35,111
2025-06-17,游戏机,华中,CC006,0,0,80.78,2.61,84
2025-06-17,化妆品,西南,SW006,0,0,52.69,3.95,140
2025-06-20,家具,华东,EC007,0,0,85.77,3.89,88
2025-06-24,游戏机,华北,NC007,0,0,77.74,0.35,72
2025-06-25,化妆品,华南,SC007,0,0,72.51,3.90,139
2025-06-25,家具,华中,CC007,0,0,87.51,1.36,100
2025-06-26,游戏机,西南,SW007,0,0,86.26,4.34,73
2025-06-27,化妆品,华东,EC008,0,0,90.69,0.87,62
2025-06-28,家具,华北,NC008,0,0,65.95,7.11,103
2025-06-28,游戏机,华南,SC008,0,0,95.63,3.89,128
2025-07-04,化妆品,华中,CC008,0,0,77.86,4.77,89
2025-07-05,家具,西南,SW008,0,0,85.49,6.21,116
2025-07-08,游戏机,华东,EC009,0,0,79.08,2.32,137
2025-07-08,化妆品,华北,NC009,0,0,87.76,2.06,61
2025-07-08,家具,华南,SC009,0,0,78.25,6.36,49
2025-07-10,游戏机,华中,CC009,0,0,78.21,2.39,138
2025-07-10,化妆品,西南,SW009,0,0,59.85,2.85,146
2025-07-10,家具,华东,EC010,0,0,95.29,0.31,38
2025-07-14,游戏机,华北,NC010,0,0,54.60,0.36,95
2025-07-15,化妆品,华南,SC010,0,0,79.75,1.44,58
2025-07-16,家具,华中,CC010,0,0,79.92,0.70,51
2025-07-16,游戏机,西南,SW010,0,0,98.96,2.67,42
2025-07-17,化妆品,华东,EC011,0,0,55.74,3.14,95
2025-07-18,家具,华北,NC011,0,0,65.20,3.55,140
2025-07-18,游戏机,华南,SC011,0,0,65.66,6.30,98
2025-07-19,化妆品,华中,CC011,0,0,83.19,1.76,132
2025-07-20,家具,西南,SW011,0,0,85.04,1.99,104
2025-07-21,游戏机,华东,EC012,0,0,89.95,2.39,28
2025-07-23,化妆品,华北,NC012,0,0,82.11,1.87,57
2025-07-26,家具,华南,SC012,0,0,75.44,1.34,87
2025-07-26,游戏机,华中,CC012,0,0,94.56,0.84,110
2025-07-27,化妆品,西南,SW012,0,0,98.78,2.62,54
2025-07-29,家具,华东,EC001,0,0,75.87,0.81,67
2025-07-31,游戏机,华北,NC001,0,0,54.03,0.41,92
2025-08-01,化妆品,华南,SC001,0,0,91.76,5.34,40
2025-08-02,家具,华中,CC001,0,0,89.95,3.20,37
2025-08-04,游戏机,西南,SW001,0,0,81.29,4.68,47
2025-08-05,化妆品,华东,EC002,0,0,83.42,1.79,37
2025-08-08,家具,华北,NC002,0,0,66.83,0.80,114
2025-08-08,游戏机,华南,SC002,0,0,90.31,1.92,36
2025-08-09,化妆品,华中,CC002,0,0,84.17,4.88,87
2025-08-10,家具,西南,SW002,0,0,78.10,1.72,58
2025-08-11,游戏机,华东,EC003,0,0,94.74,2.74,49
2025-08-12,化妆品,华北,NC003,0,0,92.61,2.50,46
2025-08-14,家具,华南,SC003,0,0,64.61,2.22,149
2025-08-14,游戏机,华中,CC003,0,0,84.54,2.75,42
2025-08-16,化妆品,西南,SW003,0,0,92.86,0.92,119
2025-08-21,家具,华东,EC004,0,0,53.20,4.27,112
2025-08-21,游戏机,华北,NC004,0,0,83.46,3.70,61
2025-08-21,化妆品,华南,SC004,0,0,78.64,2.47,108
2025-08-21,家具,华中,CC004,0,0,52.77,3.19,96
2025-08-21,游戏机,西南,SW004,0,0,98.04,3.76,28
2025-08-23,化妆品,华东,EC005,0,0,76.84,2.51,131
2025-08-25,家具,华北,NC005,0,0,72.52,3.15,94
2025-08-25,游戏机,华南,SC005,0,0,74.08,7.14,84
2025-08-25,化妆品,华中,CC005,0,0,97.32,3.29,37
2025-08-26,家具,西南,SW005,0,0,90.72,7.06,83
2025-08-26,游戏机,华东,EC006,0,0,60.76,1.56,86
2025-08-26,化妆品,华北,NC006,0,0,82.15,1.91,73
2025-08-26,家具,华南,SC006,0,0,83.07,1.31,41
2025-08-27,游戏机,华中,CC006,0,0,94.19,0.54,43
2025-08-28,化妆品,西南,SW006,0,0,54.70,7.51,76
2025-08-29,家具,华东,EC007,0,0,78.44,3.54,135
2025-08-29,游戏机,华北,NC007,0,0,70.00,0.66,66
2025-08-30,化妆品,华南,SC007,0,0,81.73,4.34,80
2025-08-31,家具,华中,CC007,0,0,52.47,4.63,93
2025-08-31,游戏机,西南,SW007,0,0,78.71,3.64,83
2025-09-01,化妆品,华东,EC008,0,0,78.00,2.20,76
2025-09-02,家具,华北,NC008,0,0,95.57,6.03,63
2025-09-02,游戏机,华南,SC008,0,0,86.93,4.66,79
2025-09-04,化妆品,华中,CC008,0,0,91.11,0.71,53
2025-09-06,家具,西南,SW008,0,0,84.56,4.65,137
2025-09-06,游戏机,华东,EC009,0,0,82.96,3.20,117
2025-09-07,化妆品,华北,NC009,0,0,82.03,3.72,45
2025-09-08,家具,华南,SC009,0,0,79.59,2.20,83
2025-09-08,游戏机,华中,CC009,0,0,92.65,1.78,26
2025-09-09,化妆品,西南,SW009,0,0,82.03,0.57,67
2025-09-13,家具,华东,EC010,0,0,77.76,4.71,88
2025-09-13,游戏机,华北,NC010,0,0,78.38,8.44,84
2025-09-13,化妆品,华南,SC010,0,0,95.37,2.60,54
2025-09-14,家具,华中,CC010,0,0,84.34,4.83,80
2025-09-15,游戏机,西南,SW010,0,0,76.81,4.67,144
2025-09-15,化妆品,华东,EC011,0,0,89.83,2.55,129
2025-09-15,家具,华北,NC011,0,0,92.83,2.33,100
2025-09-16,游戏机,华南,SC011,0,0,80.71,3.81,78
2025-09-16,化妆品,华中,CC011,0,0,72.93,1.25,135
2025-09-18,家具,西南,SW011,0,0,84.76,3.56,59
2025-09-19,游戏机,华东,EC012,0,0,55.33,1.49,94
2025-09-19,化妆品,华北,NC012,0,0,76.86,3.08,142
2025-09-20,家具,华南,SC012,0,0,91.38,3.10,98
2025-09-22,游戏机,华中,CC012,0,0,64.25,1.67,94
2025-09-22,化妆品,西南,SW012,0,0,97.73,7.50,81
2025-09-22,家具,华东,EC001,0,0,79.76,5.58,47
2025-09-23,游戏机,华北,NC001,0,0,79.62,5.51,86
2025-09-23,化妆品,华南,SC001,0,0,84.73,0.56,48
2025-09-23,家具,华中,CC001,0,0,88.09,1.78,33
2025-09-26,游戏机,西南,SW001,0,0,92.83,1.61,72
2025-09-26,化妆品,华东,EC002,0,0,85.97,3.82,126
2025-09-26,家具,华北,NC002,0,0,91.90,4.75,46
2025-09-26,游戏机,华南,SC002,0,0,80.28,1.95,46
2025-09-27,化妆品,华中,CC002,0,0,85.99,1.66,74
2025-09-27,家具,西南,SW002,0,0,79.90,3.93,82
2025-09-27,游戏机,华东,EC003,0,0,81.96,0.29,68
2025-09-29,化妆品,华北,NC003,0,0,84.51,0.84,121
2025-09-30,家具,华南,SC003,0,0,78.62,2.21,89
2025-09-30,游戏机,华中,CC003,0,0,95.38,3.67,58
2025-10-02,化妆品,西南,SW003,0,0,65.20,6.59,111
2025-10-04,家具,华东,EC004,0,0,79.08,2.10,79
2025-10-04,游戏机,华北,NC004,0,0,92.30,2.28,28
2025-10-05,化妆品,华南,SC004,0,0,97.17,2.62,124
2025-10-06,家具,华中,CC004,0,0,78.61,3.96,90
2025-10-07,游戏机,西南,SW004,0,0,94.36,0.86,26
